Id,Name,Gpa,Grade
52079,John Doe,5,A
52080,John Doe,2,A
52081,John Doe,1,A
52082,John Doe,3,A
52083,John Doe,4,A
52084,John Doe,2,A
52085,John Doe,4,A
52086,John Doe,2,A
52087,John Doe,3,A
52088,John Doe,2,A
52089,John Doe,3,A
52090,John Doe,5,A
52091,John Doe,1,A
52092,John Doe,3,A
52093,John Doe,3,A
52094,John Doe,3,A
52095,John Doe,2,A
52096,John Doe,3,A
52097,John Doe,5,A
52098,John Doe,3,A
52099,John Doe,4,A
52100,John Doe,1,A
52101,John Doe,3,A
52102,John Doe,4,A
52103,John Doe,2,A
52104,John Doe,4,A
52105,John Doe,4,A
52106,John Doe,2,A
52107,John Doe,5,A
52108,John Doe,1,A
52109,John Doe,4,A
52110,John Doe,5,A
52111,John Doe,2,A
52112,John Doe,2,A
52113,John Doe,4,A
52114,John Doe,1,A
52115,John Doe,3,A
52116,John Doe,2,A
52117,John Doe,4,A
52118,John Doe,1,A
52119,John Doe,2,A
52120,John Doe,1,A
52121,John Doe,5,A
52122,John Doe,4,A
52123,John Doe,2,A
52124,John Doe,3,A
52125,John Doe,3,A
52126,John Doe,1,A
52127,John Doe,5,A
52128,John Doe,5,A
52129,John Doe,3,A
52130,John Doe,4,A
52131,John Doe,2,A
52132,John Doe,5,A
52133,John Doe,1,A
52134,John Doe,5,A
52135,John Doe,3,A
52136,John Doe,4,A
52137,John Doe,3,A
52138,John Doe,5,A
52139,John Doe,5,A
52140,John Doe,3,A
52141,John Doe,1,A
52142,John Doe,5,A
52143,John Doe,1,A
52144,John Doe,5,A
52145,John Doe,2,A
52146,John Doe,3,A
52147,John Doe,2,A
52148,John Doe,5,A
52149,John Doe,1,A
52150,John Doe,4,A
52151,John Doe,4,A
52152,John Doe,4,A
52153,John Doe,4,A
52154,John Doe,1,A
52155,John Doe,2,A
52156,John Doe,5,A
52157,John Doe,1,A
52158,John Doe,5,A
52159,John Doe,2,A
52160,John Doe,5,A
52161,John Doe,1,A
52162,John Doe,4,A
52163,John Doe,3,A
52164,John Doe,4,A
52165,John Doe,3,A
52166,John Doe,4,A
52167,John Doe,1,A
52168,John Doe,2,A
52169,John Doe,4,A
52170,John Doe,2,A
52171,John Doe,2,A
52172,John Doe,1,A
52173,John Doe,2,A
52174,John Doe,3,A
52175,John Doe,1,A
52176,John Doe,1,A
52177,John Doe,3,A
52178,John Doe,1,A
52179,John Doe,4,A
52180,John Doe,3,A
52181,John Doe,3,A
52182,John Doe,3,A
52183,John Doe,1,A
52184,John Doe,4,A
52185,John Doe,1,A
52186,John Doe,2,A
52187,John Doe,1,A
52188,John Doe,5,A
52189,John Doe,4,A
52190,John Doe,1,A
52191,John Doe,2,A
52192,John Doe,2,A
52193,John Doe,5,A
52194,John Doe,4,A
52195,John Doe,5,A
52196,John Doe,2,A
52197,John Doe,2,A
52198,John Doe,3,A
52199,John Doe,5,A
52200,John Doe,2,A
52201,John Doe,3,A
52202,John Doe,2,A
52203,John Doe,2,A
52204,John Doe,2,A
52205,John Doe,4,A
52206,John Doe,5,A
52207,John Doe,4,A
52208,John Doe,3,A
52209,John Doe,2,A
52210,John Doe,4,A
52211,John Doe,4,A
52212,John Doe,2,A
52213,John Doe,4,A
52214,John Doe,2,A
52215,John Doe,4,A
52216,John Doe,5,A
52217,John Doe,5,A
52218,John Doe,1,A
52219,John Doe,5,A
52220,John Doe,5,A
52221,John Doe,3,A
52222,John Doe,2,A
52223,John Doe,2,A
52224,John Doe,1,A
52225,John Doe,2,A
52226,John Doe,3,A
52227,John Doe,2,A
52228,John Doe,3,A
52229,John Doe,2,A
52230,John Doe,5,A
52231,John Doe,4,A
52232,John Doe,1,A
52233,John Doe,1,A
52234,John Doe,2,A
52235,John Doe,3,A
52236,John Doe,1,A
52237,John Doe,4,A
52238,John Doe,4,A
52239,John Doe,5,A
52240,John Doe,2,A
52241,John Doe,4,A
52242,John Doe,4,A
52243,John Doe,2,A
52244,John Doe,3,A
52245,John Doe,4,A
52246,John Doe,2,A
52247,John Doe,5,A
52248,John Doe,2,A
52249,John Doe,5,A
52250,John Doe,1,A
52251,John Doe,1,A
52252,John Doe,3,A
52253,John Doe,5,A
52254,John Doe,2,A
52255,John Doe,2,A
52256,John Doe,2,A
52257,John Doe,4,A
52258,John Doe,4,A
52259,John Doe,5,A
52260,John Doe,1,A
52261,John Doe,2,A
52262,John Doe,1,A
52263,John Doe,4,A
52264,John Doe,1,A
52265,John Doe,3,A
52266,John Doe,1,A
52267,John Doe,1,A
52268,John Doe,4,A
52269,John Doe,2,A
52270,John Doe,5,A
52271,John Doe,3,A
52272,John Doe,5,A
52273,John Doe,5,A
52274,John Doe,3,A
52275,John Doe,3,A
52276,John Doe,5,A
52277,John Doe,4,A
52278,John Doe,3,A
52279,John Doe,2,A
52280,John Doe,1,A
52281,John Doe,4,A
52282,John Doe,4,A
52283,John Doe,3,A
52284,John Doe,3,A
52285,John Doe,3,A
52286,John Doe,4,A
52287,John Doe,3,A
52288,John Doe,4,A
52289,John Doe,5,A
52290,John Doe,3,A
52291,John Doe,3,A
52292,John Doe,3,A
52293,John Doe,1,A
52294,John Doe,1,A
52295,John Doe,3,A
52296,John Doe,3,A
52297,John Doe,4,A
52298,John Doe,1,A
52299,John Doe,1,A
52300,John Doe,5,A
52301,John Doe,5,A
52302,John Doe,5,A
52303,John Doe,4,A
52304,John Doe,1,A
52305,John Doe,4,A
52306,John Doe,3,A
52307,John Doe,2,A
52308,John Doe,4,A
52309,John Doe,3,A
52310,John Doe,1,A
52311,John Doe,4,A
52312,John Doe,1,A
52313,John Doe,3,A
52314,John Doe,4,A
52315,John Doe,4,A
52316,John Doe,1,A
52317,John Doe,3,A
52318,John Doe,2,A
52319,John Doe,3,A
52320,John Doe,4,A
52321,John Doe,4,A
52322,John Doe,5,A
52323,John Doe,2,A
52324,John Doe,4,A
52325,John Doe,4,A
52326,John Doe,2,A
52327,John Doe,5,A
52328,John Doe,4,A
52329,John Doe,4,A
52330,John Doe,4,A
52331,John Doe,3,A
52332,John Doe,2,A
52333,John Doe,3,A
52334,John Doe,3,A
52335,John Doe,1,A
52336,John Doe,5,A
52337,John Doe,5,A
52338,John Doe,4,A
52339,John Doe,3,A
52340,John Doe,4,A
52341,John Doe,5,A
52342,John Doe,4,A
52343,John Doe,3,A
52344,John Doe,2,A
52345,John Doe,5,A
52346,John Doe,2,A
52347,John Doe,4,A
52348,John Doe,5,A
52349,John Doe,1,A
52350,John Doe,2,A
52351,John Doe,3,A
52352,John Doe,5,A
52353,John Doe,5,A
52354,John Doe,5,A
52355,John Doe,5,A
52356,John Doe,1,A
52357,John Doe,2,A
52358,John Doe,3,A
52359,John Doe,2,A
52360,John Doe,2,A
52361,John Doe,1,A
52362,John Doe,1,A
52363,John Doe,3,A
52364,John Doe,4,A
52365,John Doe,1,A
52366,John Doe,3,A
52367,John Doe,1,A
52368,John Doe,2,A
52369,John Doe,2,A
52370,John Doe,1,A
52371,John Doe,5,A
52372,John Doe,3,A
52373,John Doe,4,A
52374,John Doe,2,A
52375,John Doe,5,A
52376,John Doe,5,A
52377,John Doe,2,A
52378,John Doe,3,A
52379,John Doe,4,A
52380,John Doe,1,A
52381,John Doe,5,A
52382,John Doe,2,A
52383,John Doe,4,A
52384,John Doe,3,A
52385,John Doe,5,A
52386,John Doe,1,A
52387,John Doe,2,A
52388,John Doe,3,A
52389,John Doe,4,A
52390,John Doe,4,A
52391,John Doe,4,A
52392,John Doe,3,A
52393,John Doe,2,A
52394,John Doe,3,A
52395,John Doe,1,A
52396,John Doe,3,A
52397,John Doe,2,A
52398,John Doe,5,A
52399,John Doe,4,A
52400,John Doe,5,A
52401,John Doe,2,A
52402,John Doe,4,A
52403,John Doe,1,A
52404,John Doe,5,A
52405,John Doe,2,A
52406,John Doe,2,A
52407,John Doe,4,A
52408,John Doe,5,A
52409,John Doe,2,A
52410,John Doe,4,A
52411,John Doe,3,A
52412,John Doe,4,A
52413,John Doe,1,A
52414,John Doe,2,A
52415,John Doe,4,A
52416,John Doe,2,A
52417,John Doe,2,A
52418,John Doe,2,A
52419,John Doe,4,A
52420,John Doe,1,A
52421,John Doe,4,A
52422,John Doe,2,A
52423,John Doe,3,A
52424,John Doe,3,A
52425,John Doe,2,A
52426,John Doe,5,A
52427,John Doe,1,A
52428,John Doe,5,A
52429,John Doe,2,A
52430,John Doe,3,A
52431,John Doe,1,A
52432,John Doe,4,A
52433,John Doe,2,A
52434,John Doe,1,A
52435,John Doe,5,A
52436,John Doe,2,A
52437,John Doe,5,A
52438,John Doe,3,A
52439,John Doe,1,A
52440,John Doe,2,A
52441,John Doe,1,A
52442,John Doe,3,A
52443,John Doe,5,A
52444,John Doe,1,A
52445,John Doe,2,A
52446,John Doe,3,A
52447,John Doe,1,A
52448,John Doe,5,A
52449,John Doe,5,A
52450,John Doe,2,A
52451,John Doe,2,A
52452,John Doe,3,A
52453,John Doe,3,A
52454,John Doe,4,A
52455,John Doe,3,A
52456,John Doe,5,A
52457,John Doe,2,A
52458,John Doe,5,A
52459,John Doe,2,A
52460,John Doe,2,A
52461,John Doe,4,A
52462,John Doe,2,A
52463,John Doe,5,A
52464,John Doe,2,A
52465,John Doe,5,A
52466,John Doe,1,A
52467,John Doe,2,A
52468,John Doe,5,A
52469,John Doe,4,A
52470,John Doe,5,A
52471,John Doe,4,A
52472,John Doe,1,A
52473,John Doe,2,A
52474,John Doe,2,A
52475,John Doe,5,A
52476,John Doe,4,A
52477,John Doe,1,A
52478,John Doe,3,A
52479,John Doe,4,A
52480,John Doe,3,A
52481,John Doe,1,A
52482,John Doe,3,A
52483,John Doe,1,A
52484,John Doe,4,A
52485,John Doe,3,A
52486,John Doe,2,A
52487,John Doe,4,A
52488,John Doe,5,A
52489,John Doe,2,A
52490,John Doe,4,A
52491,John Doe,1,A
52492,John Doe,1,A
52493,John Doe,4,A
52494,John Doe,4,A
52495,John Doe,4,A
52496,John Doe,1,A
52497,John Doe,2,A
52498,John Doe,2,A
52499,John Doe,5,A
52500,John Doe,2,A
52501,John Doe,4,A
52502,John Doe,5,A
52503,John Doe,5,A
52504,John Doe,4,A
52505,John Doe,5,A
52506,John Doe,4,A
52507,John Doe,1,A
52508,John Doe,5,A
52509,John Doe,2,A
52510,John Doe,5,A
52511,John Doe,4,A
52512,John Doe,4,A
52513,John Doe,2,A
52514,John Doe,1,A
52515,John Doe,4,A
52516,John Doe,3,A
52517,John Doe,5,A
52518,John Doe,2,A
52519,John Doe,5,A
52520,John Doe,5,A
52521,John Doe,2,A
52522,John Doe,2,A
52523,John Doe,5,A
52524,John Doe,4,A
52525,John Doe,5,A
52526,John Doe,1,A
52527,John Doe,1,A
52528,John Doe,4,A
52529,John Doe,2,A
52530,John Doe,1,A
52531,John Doe,4,A
52532,John Doe,1,A
52533,John Doe,2,A
52534,John Doe,5,A
52535,John Doe,4,A
52536,John Doe,3,A
52537,John Doe,5,A
52538,John Doe,4,A
52539,John Doe,3,A
52540,John Doe,2,A
52541,John Doe,5,A
52542,John Doe,1,A
52543,John Doe,1,A
52544,John Doe,5,A
52545,John Doe,1,A
52546,John Doe,5,A
52547,John Doe,4,A
52548,John Doe,1,A
52549,John Doe,4,A
52550,John Doe,2,A
52551,John Doe,3,A
52552,John Doe,5,A
52553,John Doe,5,A
52554,John Doe,5,A
52555,John Doe,1,A
52556,John Doe,1,A
52557,John Doe,4,A
52558,John Doe,4,A
52559,John Doe,1,A
52560,John Doe,1,A
52561,John Doe,1,A
52562,John Doe,1,A
52563,John Doe,3,A
52564,John Doe,2,A
52565,John Doe,3,A
52566,John Doe,3,A
52567,John Doe,4,A
52568,John Doe,5,A
52569,John Doe,4,A
52570,John Doe,4,A
52571,John Doe,5,A
52572,John Doe,3,A
52573,John Doe,3,A
52574,John Doe,1,A
52575,John Doe,5,A
52576,John Doe,5,A
52577,John Doe,4,A
52578,John Doe,2,A
52579,John Doe,2,A
52580,John Doe,2,A
52581,John Doe,1,A
52582,John Doe,1,A
52583,John Doe,1,A
52584,John Doe,3,A
52585,John Doe,4,A
52586,John Doe,1,A
52587,John Doe,4,A
52588,John Doe,2,A
52589,John Doe,3,A
52590,John Doe,3,A
52591,John Doe,3,A
52592,John Doe,4,A
52593,John Doe,4,A
52594,John Doe,1,A
52595,John Doe,2,A
52596,John Doe,3,A
52597,John Doe,4,A
52598,John Doe,1,A
52599,John Doe,5,A
52600,John Doe,4,A
52601,John Doe,2,A
52602,John Doe,4,A
52603,John Doe,4,A
52604,John Doe,2,A
52605,John Doe,3,A
52606,John Doe,3,A
52607,John Doe,5,A
52608,John Doe,4,A
52609,John Doe,2,A
52610,John Doe,5,A
52611,John Doe,3,A
52612,John Doe,5,A
52613,John Doe,3,A
52614,John Doe,3,A
52615,John Doe,5,A
52616,John Doe,1,A
52617,John Doe,3,A
52618,John Doe,1,A
52619,John Doe,1,A
52620,John Doe,4,A
52621,John Doe,2,A
52622,John Doe,4,A
52623,John Doe,5,A
52624,John Doe,2,A
52625,John Doe,2,A
52626,John Doe,1,A
52627,John Doe,4,A
52628,John Doe,1,A
52629,John Doe,3,A
52630,John Doe,1,A
52631,John Doe,4,A
52632,John Doe,5,A
52633,John Doe,4,A
52634,John Doe,1,A
52635,John Doe,4,A
52636,John Doe,2,A
52637,John Doe,3,A
52638,John Doe,3,A
52639,John Doe,3,A
52640,John Doe,2,A
52641,John Doe,4,A
52642,John Doe,3,A
52643,John Doe,4,A
52644,John Doe,4,A
52645,John Doe,3,A
52646,John Doe,2,A
52647,John Doe,3,A
52648,John Doe,5,A
52649,John Doe,2,A
52650,John Doe,5,A
52651,John Doe,5,A
52652,John Doe,4,A
52653,John Doe,4,A
52654,John Doe,4,A
52655,John Doe,4,A
52656,John Doe,5,A
52657,John Doe,5,A
52658,John Doe,4,A
52659,John Doe,2,A
52660,John Doe,3,A
52661,John Doe,1,A
52662,John Doe,3,A
52663,John Doe,4,A
52664,John Doe,2,A
52665,John Doe,3,A
52666,John Doe,1,A
52667,John Doe,3,A
52668,John Doe,2,A
52669,John Doe,3,A
52670,John Doe,2,A
52671,John Doe,4,A
52672,John Doe,2,A
52673,John Doe,1,A
52674,John Doe,1,A
52675,John Doe,1,A
52676,John Doe,4,A
52677,John Doe,4,A
52678,John Doe,5,A
52679,John Doe,3,A
52680,John Doe,1,A
52681,John Doe,2,A
52682,John Doe,4,A
52683,John Doe,5,A
52684,John Doe,5,A
52685,John Doe,1,A
52686,John Doe,2,A
52687,John Doe,4,A
52688,John Doe,5,A
52689,John Doe,3,A
52690,John Doe,3,A
52691,John Doe,3,A
52692,John Doe,3,A
52693,John Doe,1,A
52694,John Doe,1,A
52695,John Doe,3,A
52696,John Doe,4,A
52697,John Doe,5,A
52698,John Doe,3,A
52699,John Doe,2,A
52700,John Doe,4,A
52701,John Doe,1,A
52702,John Doe,1,A
52703,John Doe,1,A
52704,John Doe,1,A
52705,John Doe,2,A
52706,John Doe,1,A
52707,John Doe,1,A
52708,John Doe,4,A
52709,John Doe,1,A
52710,John Doe,2,A
52711,John Doe,1,A
52712,John Doe,1,A
52713,John Doe,1,A
52714,John Doe,3,A
52715,John Doe,1,A
52716,John Doe,3,A
52717,John Doe,1,A
52718,John Doe,1,A
52719,John Doe,4,A
52720,John Doe,1,A
52721,John Doe,3,A
52722,John Doe,1,A
52723,John Doe,4,A
52724,John Doe,5,A
52725,John Doe,1,A
52726,John Doe,5,A
52727,John Doe,3,A
52728,John Doe,3,A
52729,John Doe,1,A
52730,John Doe,5,A
52731,John Doe,3,A
52732,John Doe,5,A
52733,John Doe,1,A
52734,John Doe,5,A
52735,John Doe,2,A
52736,John Doe,3,A
52737,John Doe,5,A
52738,John Doe,5,A
52739,John Doe,3,A
52740,John Doe,1,A
52741,John Doe,4,A
52742,John Doe,1,A
52743,John Doe,1,A
52744,John Doe,3,A
52745,John Doe,4,A
52746,John Doe,4,A
52747,John Doe,4,A
52748,John Doe,1,A
52749,John Doe,3,A
52750,John Doe,1,A
52751,John Doe,4,A
52752,John Doe,2,A
52753,John Doe,1,A
52754,John Doe,4,A
52755,John Doe,5,A
52756,John Doe,5,A
52757,John Doe,3,A
52758,John Doe,5,A
52759,John Doe,1,A
52760,John Doe,2,A
52761,John Doe,4,A
52762,John Doe,5,A
52763,John Doe,2,A
52764,John Doe,4,A
52765,John Doe,4,A
52766,John Doe,2,A
52767,John Doe,1,A
52768,John Doe,2,A
52769,John Doe,1,A
52770,John Doe,1,A
52771,John Doe,5,A
52772,John Doe,4,A
52773,John Doe,1,A
52774,John Doe,4,A
52775,John Doe,2,A
52776,John Doe,4,A
52777,John Doe,3,A
52778,John Doe,3,A
52779,John Doe,2,A
52780,John Doe,5,A
52781,John Doe,2,A
52782,John Doe,1,A
52783,John Doe,3,A
52784,John Doe,2,A
52785,John Doe,1,A
52786,John Doe,3,A
52787,John Doe,1,A
52788,John Doe,2,A
52789,John Doe,4,A
52790,John Doe,2,A
52791,John Doe,4,A
52792,John Doe,5,A
52793,John Doe,3,A
52794,John Doe,2,A
52795,John Doe,5,A
52796,John Doe,3,A
52797,John Doe,3,A
52798,John Doe,4,A
52799,John Doe,1,A
52800,John Doe,2,A
52801,John Doe,1,A
52802,John Doe,1,A
52803,John Doe,3,A
52804,John Doe,5,A
52805,John Doe,5,A
52806,John Doe,5,A
52807,John Doe,2,A
52808,John Doe,2,A
52809,John Doe,1,A
52810,John Doe,2,A
52811,John Doe,2,A
52812,John Doe,3,A
52813,John Doe,2,A
52814,John Doe,4,A
52815,John Doe,5,A
52816,John Doe,2,A
52817,John Doe,1,A
52818,John Doe,1,A
52819,John Doe,3,A
52820,John Doe,2,A
52821,John Doe,4,A
52822,John Doe,4,A
52823,John Doe,4,A
52824,John Doe,1,A
52825,John Doe,4,A
52826,John Doe,5,A
52827,John Doe,1,A
52828,John Doe,1,A
52829,John Doe,2,A
52830,John Doe,3,A
52831,John Doe,3,A
52832,John Doe,4,A
52833,John Doe,4,A
52834,John Doe,1,A
52835,John Doe,5,A
52836,John Doe,1,A
52837,John Doe,1,A
52838,John Doe,3,A
52839,John Doe,3,A
52840,John Doe,4,A
52841,John Doe,5,A
52842,John Doe,2,A
52843,John Doe,5,A
52844,John Doe,4,A
52845,John Doe,4,A
52846,John Doe,3,A
52847,John Doe,3,A
52848,John Doe,4,A
52849,John Doe,1,A
52850,John Doe,3,A
52851,John Doe,5,A
52852,John Doe,2,A
52853,John Doe,1,A
52854,John Doe,4,A
52855,John Doe,2,A
52856,John Doe,2,A
52857,John Doe,5,A
52858,John Doe,5,A
52859,John Doe,4,A
52860,John Doe,3,A
52861,John Doe,5,A
52862,John Doe,2,A
52863,John Doe,5,A
52864,John Doe,4,A
52865,John Doe,2,A
52866,John Doe,4,A
52867,John Doe,3,A
52868,John Doe,4,A
52869,John Doe,3,A
52870,John Doe,5,A
52871,John Doe,1,A
52872,John Doe,5,A
52873,John Doe,1,A
52874,John Doe,1,A
52875,John Doe,5,A
52876,John Doe,3,A
52877,John Doe,4,A
52878,John Doe,1,A
52879,John Doe,1,A
52880,John Doe,4,A
52881,John Doe,2,A
52882,John Doe,4,A
52883,John Doe,4,A
52884,John Doe,1,A
52885,John Doe,2,A
52886,John Doe,5,A
52887,John Doe,5,A
52888,John Doe,1,A
52889,John Doe,4,A
52890,John Doe,4,A
52891,John Doe,3,A
52892,John Doe,5,A
52893,John Doe,3,A
52894,John Doe,5,A
52895,John Doe,3,A
52896,John Doe,4,A
52897,John Doe,2,A
52898,John Doe,3,A
52899,John Doe,5,A
52900,John Doe,4,A
52901,John Doe,5,A
52902,John Doe,5,A
52903,John Doe,4,A
52904,John Doe,4,A
52905,John Doe,5,A
52906,John Doe,1,A
52907,John Doe,2,A
52908,John Doe,5,A
52909,John Doe,1,A
52910,John Doe,2,A
52911,John Doe,5,A
52912,John Doe,5,A
52913,John Doe,4,A
52914,John Doe,2,A
52915,John Doe,1,A
52916,John Doe,1,A
52917,John Doe,5,A
52918,John Doe,3,A
52919,John Doe,2,A
52920,John Doe,4,A
52921,John Doe,2,A
52922,John Doe,5,A
52923,John Doe,5,A
52924,John Doe,3,A
52925,John Doe,4,A
52926,John Doe,5,A
52927,John Doe,1,A
52928,John Doe,1,A
52929,John Doe,2,A
52930,John Doe,5,A
52931,John Doe,2,A
52932,John Doe,5,A
52933,John Doe,3,A
52934,John Doe,1,A
52935,John Doe,1,A
52936,John Doe,1,A
52937,John Doe,5,A
52938,John Doe,3,A
52939,John Doe,5,A
52940,John Doe,3,A
52941,John Doe,5,A
52942,John Doe,2,A
52943,John Doe,2,A
52944,John Doe,1,A
52945,John Doe,3,A
52946,John Doe,2,A
52947,John Doe,4,A
52948,John Doe,2,A
52949,John Doe,2,A
52950,John Doe,1,A
52951,John Doe,1,A
52952,John Doe,5,A
52953,John Doe,2,A
52954,John Doe,1,A
52955,John Doe,4,A
52956,John Doe,2,A
52957,John Doe,3,A
52958,John Doe,2,A
52959,John Doe,5,A
52960,John Doe,1,A
52961,John Doe,3,A
52962,John Doe,3,A
52963,John Doe,2,A
52964,John Doe,4,A
52965,John Doe,2,A
52966,John Doe,5,A
52967,John Doe,2,A
52968,John Doe,4,A
52969,John Doe,4,A
52970,John Doe,4,A
52971,John Doe,4,A
52972,John Doe,4,A
52973,John Doe,4,A
52974,John Doe,3,A
52975,John Doe,2,A
52976,John Doe,1,A
52977,John Doe,4,A
52978,John Doe,3,A
52979,John Doe,1,A
52980,John Doe,2,A
52981,John Doe,4,A
52982,John Doe,1,A
52983,John Doe,1,A
52984,John Doe,3,A
52985,John Doe,3,A
52986,John Doe,5,A
52987,John Doe,2,A
52988,John Doe,4,A
52989,John Doe,5,A
52990,John Doe,3,A
52991,John Doe,4,A
52992,John Doe,4,A
52993,John Doe,1,A
52994,John Doe,1,A
52995,John Doe,1,A
52996,John Doe,2,A
52997,John Doe,4,A
52998,John Doe,4,A
52999,John Doe,3,A
53000,John Doe,3,A
53001,John Doe,4,A
53002,John Doe,4,A
53003,John Doe,4,A
53004,John Doe,1,A
53005,John Doe,1,A
53006,John Doe,1,A
53007,John Doe,4,A
53008,John Doe,5,A
53009,John Doe,4,A
53010,John Doe,4,A
53011,John Doe,4,A
53012,John Doe,4,A
53013,John Doe,3,A
53014,John Doe,2,A
53015,John Doe,3,A
53016,John Doe,1,A
53017,John Doe,1,A
53018,John Doe,4,A
53019,John Doe,5,A
53020,John Doe,3,A
53021,John Doe,2,A
53022,John Doe,2,A
53023,John Doe,3,A
53024,John Doe,3,A
53025,John Doe,3,A
53026,John Doe,1,A
53027,John Doe,1,A
53028,John Doe,1,A
53029,John Doe,5,A
53030,John Doe,2,A
53031,John Doe,3,A
53032,John Doe,4,A
53033,John Doe,1,A
53034,John Doe,2,A
53035,John Doe,2,A
53036,John Doe,4,A
53037,John Doe,4,A
53038,John Doe,1,A
53039,John Doe,4,A
53040,John Doe,5,A
53041,John Doe,3,A
53042,John Doe,4,A
53043,John Doe,1,A
53044,John Doe,2,A
53045,John Doe,4,A
53046,John Doe,2,A
53047,John Doe,1,A
53048,John Doe,3,A
53049,John Doe,2,A
53050,John Doe,3,A
53051,John Doe,5,A
53052,John Doe,5,A
53053,John Doe,2,A
53054,John Doe,5,A
53055,John Doe,1,A
53056,John Doe,2,A
53057,John Doe,5,A
53058,John Doe,4,A
53059,John Doe,1,A
53060,John Doe,5,A
53061,John Doe,1,A
53062,John Doe,5,A
53063,John Doe,2,A
53064,John Doe,1,A
53065,John Doe,1,A
53066,John Doe,1,A
53067,John Doe,1,A
53068,John Doe,5,A
53069,John Doe,3,A
53070,John Doe,2,A
53071,John Doe,3,A
53072,John Doe,1,A
53073,John Doe,4,A
53074,John Doe,2,A
53075,John Doe,1,A
53076,John Doe,3,A
53077,John Doe,1,A
53078,John Doe,2,A
53079,John Doe,2,A
53080,John Doe,4,A
53081,John Doe,3,A
53082,John Doe,3,A
53083,John Doe,2,A
53084,John Doe,3,A
53085,John Doe,2,A
53086,John Doe,2,A
53087,John Doe,1,A
53088,John Doe,3,A
53089,John Doe,3,A
53090,John Doe,4,A
53091,John Doe,1,A
53092,John Doe,3,A
53093,John Doe,4,A
53094,John Doe,1,A
53095,John Doe,5,A
53096,John Doe,2,A
53097,John Doe,4,A
53098,John Doe,4,A
53099,John Doe,1,A
53100,John Doe,5,A
53101,John Doe,1,A
53102,John Doe,3,A
53103,John Doe,5,A
53104,John Doe,5,A
53105,John Doe,4,A
53106,John Doe,2,A
53107,John Doe,2,A
53108,John Doe,5,A
53109,John Doe,3,A
53110,John Doe,5,A
53111,John Doe,3,A
53112,John Doe,5,A
53113,John Doe,1,A
53114,John Doe,1,A
53115,John Doe,2,A
53116,John Doe,2,A
53117,John Doe,2,A
53118,John Doe,4,A
53119,John Doe,4,A
53120,John Doe,5,A
53121,John Doe,1,A
53122,John Doe,1,A
53123,John Doe,4,A
53124,John Doe,4,A
53125,John Doe,2,A
53126,John Doe,5,A
53127,John Doe,5,A
53128,John Doe,1,A
53129,John Doe,1,A
53130,John Doe,2,A
53131,John Doe,3,A
53132,John Doe,3,A
53133,John Doe,1,A
53134,John Doe,5,A
53135,John Doe,3,A
53136,John Doe,2,A
53137,John Doe,2,A
53138,John Doe,3,A
53139,John Doe,5,A
53140,John Doe,1,A
53141,John Doe,1,A
53142,John Doe,3,A
53143,John Doe,1,A
53144,John Doe,3,A
53145,John Doe,2,A
53146,John Doe,5,A
53147,John Doe,3,A
53148,John Doe,2,A
53149,John Doe,5,A
53150,John Doe,5,A
53151,John Doe,3,A
53152,John Doe,4,A
53153,John Doe,5,A
53154,John Doe,2,A
53155,John Doe,3,A
53156,John Doe,2,A
53157,John Doe,5,A
53158,John Doe,3,A
53159,John Doe,2,A
53160,John Doe,3,A
53161,John Doe,5,A
53162,John Doe,2,A
53163,John Doe,2,A
53164,John Doe,3,A
53165,John Doe,2,A
53166,John Doe,2,A
53167,John Doe,5,A
53168,John Doe,4,A
53169,John Doe,2,A
53170,John Doe,1,A
53171,John Doe,4,A
53172,John Doe,3,A
53173,John Doe,1,A
53174,John Doe,3,A
53175,John Doe,2,A
53176,John Doe,5,A
53177,John Doe,3,A
53178,John Doe,3,A
53179,John Doe,3,A
53180,John Doe,1,A
53181,John Doe,3,A
53182,John Doe,3,A
53183,John Doe,1,A
53184,John Doe,4,A
53185,John Doe,3,A
53186,John Doe,5,A
53187,John Doe,2,A
53188,John Doe,3,A
53189,John Doe,5,A
53190,John Doe,4,A
53191,John Doe,1,A
53192,John Doe,3,A
53193,John Doe,3,A
53194,John Doe,4,A
53195,John Doe,5,A
53196,John Doe,3,A
53197,John Doe,4,A
53198,John Doe,1,A
53199,John Doe,1,A
53200,John Doe,5,A
53201,John Doe,5,A
53202,John Doe,4,A
53203,John Doe,3,A
53204,John Doe,1,A
53205,John Doe,1,A
53206,John Doe,1,A
53207,John Doe,4,A
53208,John Doe,2,A
53209,John Doe,5,A
53210,John Doe,5,A
53211,John Doe,2,A
53212,John Doe,5,A
53213,John Doe,2,A
53214,John Doe,4,A
53215,John Doe,3,A
53216,John Doe,3,A
53217,John Doe,2,A
53218,John Doe,5,A
53219,John Doe,1,A
53220,John Doe,4,A
53221,John Doe,4,A
53222,John Doe,2,A
53223,John Doe,1,A
53224,John Doe,1,A
53225,John Doe,5,A
53226,John Doe,1,A
53227,John Doe,5,A
53228,John Doe,1,A
53229,John Doe,4,A
53230,John Doe,4,A
53231,John Doe,1,A
53232,John Doe,5,A
53233,John Doe,2,A
53234,John Doe,5,A
53235,John Doe,5,A
53236,John Doe,4,A
53237,John Doe,1,A
53238,John Doe,3,A
53239,John Doe,2,A
53240,John Doe,3,A
53241,John Doe,5,A
53242,John Doe,3,A
53243,John Doe,5,A
